Date,Stock,finbert_pos,finbert_neg,finbert_neu
2020-01-29,BAJAJFINSV,0.93039656,0.032422412,0.037180953
2020-01-29,BAJFINANCE,0.93326956,0.01858168,0.048148755
2020-01-29,CIPLA,0.85406,0.0077920905,0.13814789
2020-01-29,DRREDDY,0.48041165,0.49306267,0.026525725
2020-01-29,INDUSINDBK,0.26220807,0.718812,0.018979993
2020-01-30,BAJFINANCE,0.028129928,0.034373876,0.9374962
2020-01-30,KOTAKBANK,0.52933323,0.016908957,0.45375776
2020-01-31,BAJAJFINSV,0.658097,0.017563766,0.3243392
2020-01-31,BAJFINANCE,0.56173146,0.36239153,0.07587702
2020-01-31,HINDUNILVR,0.9500223,0.025895454,0.02408228
2020-01-31,ITC,0.8954935,0.08578144,0.01872497
2020-01-31,KOTAKBANK,0.40525767,0.0709628,0.5237796
2020-01-31,LT,0.28660432,0.02689577,0.68649983
2020-01-31,NTPC,0.045089185,0.0148286745,0.9400822
2020-01-31,TECHM,0.080627635,0.4955931,0.42377928
2020-02-01,COALINDIA,0.029738799,0.027668873,0.9425923
2020-02-01,HINDUNILVR,0.94465613,0.023793384,0.031550497
2020-02-01,ITC,0.1395588,0.7473294,0.11311183
2020-02-01,TECHM,0.017833179,0.96258503,0.019581817
2020-02-02,BPCL,0.04538651,0.016194368,0.9384191
2020-02-02,JSWSTEEL,0.19961941,0.10964017,0.6907404
2020-02-02,ONGC,0.0827219,0.009692711,0.9075853
2020-02-03,ASIANPAINT,0.027852405,0.9496932,0.022454446
2020-02-03,BAJFINANCE,0.057010215,0.015103426,0.92788637
2020-02-03,BPCL,0.10976632,0.014472878,0.8757608
2020-02-03,COALINDIA,0.9483863,0.019621002,0.03199267
2020-02-03,HEROMOTOCO,0.012026769,0.97016925,0.017804017
2020-02-03,HINDUNILVR,0.5670227,0.3746144,0.05836296
2020-02-03,ITC,0.05677956,0.04726769,0.8959528
2020-02-03,JSWSTEEL,0.17230089,0.013932027,0.8137671
2020-02-03,M&M,0.3953118,0.014308881,0.59037936
2020-02-04,ASIANPAINT,0.09244183,0.0122231105,0.895335
2020-02-04,BAJFINANCE,0.065725744,0.0107460115,0.9235282
2020-02-04,COALINDIA,0.8700174,0.049450334,0.08053228
2020-02-04,DRREDDY,0.055855382,0.0129839545,0.9311606
2020-02-04,EICHERMOT,0.015008385,0.9559934,0.02899822
2020-02-04,HINDUNILVR,0.9516902,0.022707252,0.025602616
2020-02-04,ITC,0.5785521,0.2129632,0.20848471
2020-02-04,POWERGRID,0.6535134,0.017991507,0.32849512
2020-02-04,SUNPHARMA,0.014031592,0.9640577,0.021910671
2020-02-04,TECHM,0.78991514,0.033010572,0.17707425
2020-02-05,BPCL,0.35144463,0.00944252,0.63911283
2020-02-05,CIPLA,0.36416394,0.17951989,0.45631617
2020-02-05,JSWSTEEL,0.5836552,0.014573224,0.4017716
2020-02-06,CIPLA,0.054261208,0.029263884,0.91647494
2020-02-06,HEROMOTOCO,0.950689,0.02590826,0.023402777
2020-02-06,JSWSTEEL,0.08213457,0.30796576,0.6098996
2020-02-06,SUNPHARMA,0.03604504,0.95208955,0.011865376
2020-02-07,CIPLA,0.84865856,0.07052545,0.08081592
2020-02-07,DRREDDY,0.41828004,0.009747047,0.5719729
2020-02-07,EICHERMOT,0.48617342,0.49634215,0.017484393
2020-02-07,HEROMOTOCO,0.49366087,0.04981472,0.45652434
2020-02-07,HINDUNILVR,0.0548634,0.0146340905,0.9305025
2020-02-07,NTPC,0.95014715,0.025710287,0.02414247
2020-02-07,SUNPHARMA,0.95207036,0.021164281,0.026765298
2020-02-09,M&M,0.15729578,0.010286483,0.8324177
2020-02-10,BAJAJFINSV,0.058207426,0.018817449,0.9229751
2020-02-10,CIPLA,0.07341823,0.011501705,0.91508013
2020-02-10,GRASIM,0.95207,0.02132869,0.026601275
2020-02-10,HINDUNILVR,0.06195042,0.014525689,0.92352396
2020-02-10,JSWSTEEL,0.011718522,0.9740945,0.014187014
2020-02-10,M&M,0.014267858,0.96495694,0.02077519
2020-02-10,NTPC,0.7161546,0.25145337,0.032392092
2020-02-10,ONGC,0.8986331,0.017340217,0.0840267
2020-02-11,BRITANNIA,0.036675934,0.029610757,0.93371326
2020-02-11,CIPLA,0.17774987,0.32061675,0.5016334
2020-02-11,COALINDIA,0.28955972,0.08303764,0.62740266
2020-02-11,EICHERMOT,0.052818686,0.010993868,0.9361874
2020-02-11,INDUSINDBK,0.014658971,0.8874719,0.09786914
2020-02-11,ITC,0.9313263,0.02925649,0.039417163
2020-02-11,TITAN,0.09422506,0.011947632,0.8938273
2020-02-12,BRITANNIA,0.22210196,0.04899275,0.7289053
2020-02-12,COALINDIA,0.93647826,0.02454399,0.038977694
2020-02-12,HINDUNILVR,0.84081906,0.06435823,0.09482271
2020-02-12,ITC,0.69888353,0.012850242,0.2882662
2020-02-12,M&M,0.09442285,0.38910642,0.5164708
2020-02-12,TECHM,0.113124155,0.05122595,0.8356499
2020-02-13,COALINDIA,0.088461354,0.0105946865,0.90094393
2020-02-14,COALINDIA,0.007980453,0.9753371,0.01668239
2020-02-14,HINDALCO,0.018034756,0.5010199,0.4809454
2020-02-14,NESTLEIND,0.80104184,0.03500293,0.16395517
2020-02-14,ONGC,0.009306426,0.9739212,0.016772412
2020-02-15,ITC,0.04778242,0.024509154,0.92770845
2020-02-16,BPCL,0.052631408,0.016729785,0.9306388
2020-02-16,DRREDDY,0.02626601,0.7590142,0.21471989
2020-02-17,BPCL,0.0762936,0.9103692,0.013337191
2020-02-17,COALINDIA,0.28644088,0.016180003,0.6973792
2020-02-17,DRREDDY,0.72702605,0.073589735,0.19938423
2020-02-17,JSWSTEEL,0.296383,0.012384038,0.691233
2020-02-17,ONGC,0.012546404,0.96780205,0.019651577
2020-02-18,COALINDIA,0.07050275,0.33584258,0.59365463
2020-02-18,HCLTECH,0.35945958,0.008281161,0.63225925
2020-02-18,HEROMOTOCO,0.13690494,0.618962,0.2441331
2020-02-18,NESTLEIND,0.8849367,0.0078050043,0.10725829
2020-02-19,HEROMOTOCO,0.36985093,0.013318713,0.61683035
2020-02-19,JSWSTEEL,0.0568201,0.8060164,0.13716352
2020-02-19,KOTAKBANK,0.85777676,0.04227118,0.09995196
2020-02-19,NTPC,0.9464011,0.013419583,0.040179268
2020-02-20,INDUSINDBK,0.9251861,0.024038717,0.050775085
2020-02-20,ONGC,0.024196658,0.16721989,0.8085835
2020-02-24,HCLTECH,0.78138405,0.007929839,0.21068613
2020-02-24,HEROMOTOCO,0.011578944,0.95305943,0.03536164
2020-02-24,JSWSTEEL,0.16143551,0.0078153275,0.8307492
2020-02-24,TECHM,0.04952915,0.014609679,0.9358611
2020-02-25,COALINDIA,0.61013573,0.093141995,0.29672223
2020-02-25,HINDUNILVR,0.7492679,0.057694443,0.19303767
2020-02-26,CIPLA,0.01832366,0.9393205,0.042355843
2020-02-27,INDUSINDBK,0.032422222,0.025506722,0.9420711
2020-02-27,JSWSTEEL,0.038404185,0.88324994,0.07834594
2020-02-28,CIPLA,0.1986521,0.010245525,0.79110235
2020-02-28,DRREDDY,0.36095452,0.009152486,0.629893
2020-02-28,HINDUNILVR,0.06369605,0.014389954,0.921914
2020-02-28,INDUSINDBK,0.048872788,0.33055243,0.6205748
2020-02-28,NTPC,0.09030612,0.010068283,0.89962566
2020-02-28,TATASTEEL,0.01854934,0.7365296,0.24492112
2020-03-01,BPCL,0.17246728,0.01427662,0.8132561
2020-03-02,COALINDIA,0.93836033,0.02754089,0.03409882
2020-03-02,EICHERMOT,0.95338696,0.02199879,0.024614166
2020-03-02,HEROMOTOCO,0.0069184946,0.97387886,0.019202666
2020-03-02,NTPC,0.925363,0.011034008,0.063602954
2020-03-02,SUNPHARMA,0.012190585,0.96734136,0.020468015
2020-03-03,EICHERMOT,0.93408406,0.03245727,0.033458628
2020-03-03,HCLTECH,0.027711628,0.07518373,0.8971047
2020-03-03,HEROMOTOCO,0.5955381,0.3803772,0.024084756
2020-03-04,INDUSINDBK,0.8777084,0.0100363465,0.11225536
2020-03-05,INDUSINDBK,0.0421589,0.5722996,0.38554162
2020-03-05,NTPC,0.115340754,0.4853619,0.3992974
2020-03-05,TATASTEEL,0.2758852,0.35172823,0.37238657
2020-03-06,INDUSINDBK,0.016288878,0.9596967,0.024014497
2020-03-06,M&M,0.009141656,0.9716095,0.019248813
2020-03-06,TATASTEEL,0.5528164,0.017282998,0.42990056
2020-03-07,BPCL,0.18165237,0.010918669,0.80742896
2020-03-08,INDUSINDBK,0.032728624,0.22624421,0.7410271
2020-03-09,HEROMOTOCO,0.008506153,0.96851707,0.02297679
2020-03-09,KOTAKBANK,0.09889278,0.021086082,0.88002115
2020-03-09,NTPC,0.025392555,0.45677888,0.5178286
2020-03-09,ONGC,0.9364539,0.030408673,0.03313745
2020-03-09,TATASTEEL,0.40342912,0.0107470285,0.58582383
2020-03-11,JSWSTEEL,0.94951606,0.023185944,0.027298005
2020-03-11,TATASTEEL,0.017608218,0.9628461,0.019545745
2020-03-12,BPCL,0.2844337,0.011981894,0.7035844
2020-03-13,BAJAJFINSV,0.06940303,0.014531703,0.9160652
2020-03-13,COALINDIA,0.90398324,0.017505316,0.07851158
2020-03-13,KOTAKBANK,0.12386441,0.010023577,0.866112
2020-03-13,SUNPHARMA,0.87126535,0.03828404,0.090450585
2020-03-13,TATASTEEL,0.37220147,0.010045548,0.6177529
2020-03-15,ASIANPAINT,0.51812476,0.023638446,0.45823672
2020-03-16,COALINDIA,0.047359508,0.4784042,0.4742363
2020-03-16,INDUSINDBK,0.009232863,0.96869636,0.022070808
2020-03-16,NTPC,0.8551793,0.0104715265,0.13434917
2020-03-17,CIPLA,0.05491607,0.13195935,0.8131246
2020-03-17,COALINDIA,0.8507863,0.014634595,0.13457903
2020-03-17,HEROMOTOCO,0.9411374,0.027464537,0.03139798
2020-03-17,INDUSINDBK,0.5641899,0.010621595,0.42518848
2020-03-17,ONGC,0.13954848,0.014132966,0.84631854
2020-03-17,SUNPHARMA,0.9222554,0.020437581,0.05730705
2020-03-17,TATASTEEL,0.09920109,0.0126626585,0.8881362
2020-03-18,BAJFINANCE,0.04422955,0.032284442,0.923486
2020-03-18,CIPLA,0.021722538,0.9093964,0.06888105
2020-03-18,INDUSINDBK,0.015273179,0.95750636,0.027220361
2020-03-18,JSWSTEEL,0.19689731,0.009140831,0.79396176
2020-03-18,KOTAKBANK,0.038440555,0.019822158,0.9417373
2020-03-19,ITC,0.14797138,0.030111933,0.82191664
2020-03-19,KOTAKBANK,0.042721376,0.016729658,0.940549
2020-03-20,ITC,0.46345222,0.042318083,0.49422973
2020-03-21,INDUSINDBK,0.043831177,0.5041054,0.45206347
2020-03-21,ITC,0.4034339,0.022853287,0.57371277
2020-03-22,M&M,0.009372122,0.94210106,0.048526824
2020-03-23,ITC,0.91994107,0.025860656,0.05419825
2020-03-24,ASIANPAINT,0.87665826,0.09056857,0.032773145
2020-03-24,BPCL,0.008235642,0.9655375,0.026226887
2020-03-24,DRREDDY,0.94304925,0.021049697,0.035901047
2020-03-24,HINDUNILVR,0.918377,0.038942438,0.042680524
2020-03-24,INDUSINDBK,0.022769306,0.047877748,0.92935294
2020-03-24,ONGC,0.013427165,0.8919339,0.094638914
2020-03-25,COALINDIA,0.38398805,0.022600932,0.593411
2020-03-25,HINDUNILVR,0.04493409,0.3859286,0.5691373
2020-03-25,INDUSINDBK,0.032873727,0.46186423,0.50526196
2020-03-25,ITC,0.95105547,0.020961516,0.027983027
2020-03-25,ONGC,0.009611158,0.97005457,0.020334259
2020-03-26,CIPLA,0.83086145,0.015855031,0.15328348
2020-03-26,INDUSINDBK,0.7756255,0.026855787,0.19751868
2020-03-26,NTPC,0.48503557,0.011181943,0.5037824
2020-03-27,BRITANNIA,0.07446144,0.01462416,0.9109144
2020-03-27,ITC,0.17748865,0.009302568,0.81320876
2020-03-28,HEROMOTOCO,0.7465146,0.02738745,0.22609791
2020-03-30,HCLTECH,0.03304555,0.42271787,0.5442366
2020-03-30,HEROMOTOCO,0.010014805,0.95428705,0.03569815
2020-03-30,ITC,0.014393246,0.9471527,0.03845413
2020-03-30,SUNPHARMA,0.021421231,0.94813454,0.030444227
2020-03-31,BPCL,0.052095257,0.060441997,0.8874627
2020-03-31,COALINDIA,0.0918785,0.026866196,0.88125527
2020-03-31,INDUSINDBK,0.42690724,0.49937508,0.07371769
2020-03-31,ITC,0.2686694,0.02755611,0.70377445
2020-03-31,KOTAKBANK,0.03686702,0.5213233,0.44180968
2020-03-31,NTPC,0.054379802,0.05485567,0.8907645
2020-03-31,ONGC,0.10157632,0.42361033,0.4748134
2020-03-31,TITAN,0.3544766,0.008452966,0.6370705
2020-04-01,HEROMOTOCO,0.34861645,0.5207344,0.1306491
2020-04-01,HINDUNILVR,0.5530311,0.011168791,0.4358001
2020-04-01,KOTAKBANK,0.02606305,0.31264117,0.66129583
2020-04-02,ONGC,0.01691166,0.9321976,0.0508908
2020-04-02,TATASTEEL,0.021562096,0.7030847,0.27535307
2020-04-03,CIPLA,0.9549154,0.01925367,0.025830984
2020-04-03,EICHERMOT,0.051630516,0.7440341,0.20433542
2020-04-03,INDUSINDBK,0.35919735,0.26748684,0.3733158
2020-04-03,ITC,0.4913101,0.036596395,0.47209346
2020-04-05,BPCL,0.86299175,0.0072384416,0.12976977
2020-04-05,COALINDIA,0.09707599,0.014968783,0.88795525
2020-04-05,HCLTECH,0.14212546,0.009474556,0.84840006
2020-04-05,ONGC,0.5265886,0.024095204,0.4493162
2020-04-06,BAJFINANCE,0.17514305,0.012131113,0.81272584
2020-04-06,ITC,0.8162564,0.020039985,0.16370371
2020-04-06,KOTAKBANK,0.95405936,0.020283448,0.025657242
2020-04-07,BAJFINANCE,0.6582579,0.30585247,0.03588955
2020-04-07,BPCL,0.0127478205,0.9612582,0.025994012
2020-04-07,BRITANNIA,0.44201383,0.0078612035,0.55012494
2020-04-07,INDUSINDBK,0.041063573,0.49818075,0.46075568
2020-04-07,JSWSTEEL,0.15183504,0.07148516,0.7766798
2020-04-07,ONGC,0.2171347,0.0886923,0.694173
2020-04-07,TATASTEEL,0.00669092,0.96906304,0.024246072
2020-04-08,BPCL,0.3646602,0.010026984,0.62531286
2020-04-08,HEROMOTOCO,0.78529024,0.17617697,0.038532782
2020-04-08,INDUSINDBK,0.4912066,0.22625768,0.2825358
2020-04-09,BAJFINANCE,0.05927316,0.027277872,0.9134489
2020-04-09,CIPLA,0.92485076,0.020374794,0.05477446
2020-04-09,M&M,0.92448413,0.041356448,0.034159508
2020-04-10,BAJAJFINSV,0.061124343,0.018741384,0.92013425
2020-04-10,BRITANNIA,0.008288027,0.97329086,0.018421069
2020-04-12,M&M,0.7519102,0.009266107,0.23882368
2020-04-13,DRREDDY,0.6985969,0.018402288,0.2830008
2020-04-13,HINDALCO,0.1487119,0.111965336,0.73932284
2020-04-13,ITC,0.113786,0.020092774,0.8661213
2020-04-13,NTPC,0.51781785,0.010319873,0.47186226
2020-04-13,ONGC,0.008292504,0.9709909,0.020716574
2020-04-14,DRREDDY,0.82564634,0.0079308655,0.16642275
2020-04-14,HEROMOTOCO,0.7423277,0.007093987,0.2505783
2020-04-14,JSWSTEEL,0.017419193,0.7879658,0.19461507
2020-04-14,ONGC,0.07328024,0.009939912,0.9167798
2020-04-14,TATASTEEL,0.30211297,0.2868338,0.41105324
2020-04-14,TECHM,0.12146901,0.012938765,0.8655922
2020-04-15,CIPLA,0.05851871,0.013465806,0.92801553
2020-04-15,COALINDIA,0.039307635,0.51085144,0.4498409
2020-04-15,INDUSINDBK,0.07815822,0.015507874,0.9063339
2020-04-15,ITC,0.908329,0.008219407,0.08345158
2020-04-15,NTPC,0.5394825,0.01774375,0.44277376
2020-04-15,TATASTEEL,0.028084641,0.81820035,0.15371503
2020-04-15,TITAN,0.040231124,0.023106696,0.9366622
2020-04-16,HEROMOTOCO,0.54321617,0.1558909,0.30089295
2020-04-16,INDUSINDBK,0.8955132,0.027378455,0.077108346
2020-04-17,BAJFINANCE,0.16251251,0.6366103,0.2008771
2020-04-17,CIPLA,0.39447513,0.00728211,0.59824276
2020-04-17,GRASIM,0.040027913,0.09917025,0.8608019
2020-04-19,COALINDIA,0.025655827,0.45855916,0.51578504
2020-04-20,HEROMOTOCO,0.31768674,0.014982895,0.6673303
2020-04-20,KOTAKBANK,0.49244946,0.021479536,0.48607096
2020-04-21,BAJFINANCE,0.10201203,0.15210922,0.7458788
2020-04-21,CIPLA,0.3076283,0.4564081,0.23596354
2020-04-21,HCLTECH,0.036016177,0.4884995,0.47548437
2020-04-21,TECHM,0.01635387,0.90534204,0.078304045
2020-04-22,KOTAKBANK,0.8004315,0.016869731,0.18269876
2020-04-22,ONGC,0.055627495,0.91906905,0.025303423
2020-04-22,TATASTEEL,0.26267827,0.49181578,0.24550596
2020-04-23,BAJFINANCE,0.059367184,0.69543296,0.24519984
2020-04-23,HEROMOTOCO,0.85441846,0.055431485,0.09014995
2020-04-23,HINDUNILVR,0.00833738,0.9670397,0.024622867
2020-04-23,KOTAKBANK,0.6433055,0.21628623,0.14040829
2020-04-24,ITC,0.65054184,0.010153672,0.33930445
2020-04-24,TATASTEEL,0.30395246,0.009926384,0.68612117
2020-04-25,TITAN,0.04339874,0.022654934,0.9339464
2020-04-26,NTPC,0.6427429,0.008758684,0.3484985
2020-04-26,TATASTEEL,0.6222684,0.05340344,0.32432824
2020-04-27,COALINDIA,0.30238777,0.009396623,0.68821555
2020-04-27,INDUSINDBK,0.31699264,0.65969497,0.02331241
2020-04-28,HEROMOTOCO,0.60260934,0.035867743,0.36152294
2020-04-28,INDUSINDBK,0.88049805,0.09231492,0.027186986
2020-04-28,M&M,0.044647526,0.016433006,0.9389195
2020-04-29,INDUSINDBK,0.070424475,0.012927273,0.9166482
2020-04-29,TATASTEEL,0.021454321,0.4973262,0.4812194
2020-04-30,HINDUNILVR,0.32812437,0.63315433,0.03872131
2020-04-30,TECHM,0.07512067,0.4425907,0.4822886
2020-05-01,ASIANPAINT,0.09609499,0.010669273,0.89323574
2020-05-01,EICHERMOT,0.06503629,0.021797093,0.91316664
2020-05-01,HINDUNILVR,0.57408816,0.012393152,0.4135187
2020-05-01,TATASTEEL,0.4334625,0.016227921,0.5503096
2020-05-01,TECHM,0.26348326,0.012566323,0.7239504
2020-05-02,TECHM,0.9257736,0.01901057,0.05521588
2020-05-03,TECHM,0.079172395,0.024485793,0.89634186
2020-05-04,HINDUNILVR,0.07851443,0.9004247,0.021060798
2020-05-04,ITC,0.013173894,0.837871,0.14895506
2020-05-04,TECHM,0.32610005,0.38778222,0.28611773
2020-05-05,COALINDIA,0.009351282,0.97346514,0.01718364
2020-05-05,EICHERMOT,0.87769043,0.035578124,0.08673146
2020-05-05,HEROMOTOCO,0.073927544,0.1581144,0.76795805
2020-05-05,ITC,0.87350017,0.0143514285,0.11214844
2020-05-05,KOTAKBANK,0.15564637,0.028080083,0.8162735
2020-05-05,TATASTEEL,0.014903567,0.73283476,0.25226167
2020-05-05,TECHM,0.67868507,0.033008795,0.2883061
2020-05-06,BPCL,0.012540525,0.9678182,0.01964125
2020-05-06,COALINDIA,0.0088368235,0.9721791,0.018984044
2020-05-06,DRREDDY,0.46972963,0.0127271125,0.51754326
2020-05-06,HINDUNILVR,0.07877246,0.010906664,0.9103209
2020-05-06,INDUSINDBK,0.06634046,0.010281724,0.9233779
2020-05-06,ITC,0.014201272,0.9658468,0.019952018
2020-05-06,KOTAKBANK,0.095706,0.009223129,0.8950709
2020-05-07,HCLTECH,0.47979534,0.49808756,0.022117112
2020-05-07,HINDUNILVR,0.043719243,0.2894956,0.6667852
2020-05-07,ITC,0.015491173,0.93666524,0.04784361
2020-05-07,SUNPHARMA,0.9467945,0.028451215,0.024754267
2020-05-08,DRREDDY,0.016222566,0.8130072,0.17077029
2020-05-08,HINDUNILVR,0.7331699,0.18655278,0.08027737
2020-05-08,SBIN,0.009103912,0.9632876,0.027608456
2020-05-10,HCLTECH,0.09947249,0.009703074,0.89082444
2020-05-10,HEROMOTOCO,0.101813786,0.057109267,0.84107697
2020-05-10,HINDUNILVR,0.06944848,0.0127687305,0.9177828
2020-05-11,ASIANPAINT,0.15379776,0.013145786,0.83305645
2020-05-11,HEROMOTOCO,0.010415607,0.9718159,0.017768519
2020-05-11,HINDALCO,0.064268135,0.01424105,0.9214908
2020-05-11,ONGC,0.37749946,0.57797384,0.044526637
2020-05-11,SBIN,0.029444464,0.022984987,0.94757056
2020-05-11,TECHM,0.3132339,0.48339054,0.20337558
2020-05-12,ASIANPAINT,0.01768152,0.95427287,0.028045591
2020-05-12,NESTLEIND,0.6806846,0.1630929,0.15622249
2020-05-13,CIPLA,0.94458157,0.01855409,0.036864217
2020-05-13,HINDALCO,0.038137577,0.034269493,0.92759293
2020-05-13,KOTAKBANK,0.6933878,0.037475683,0.26913655
2020-05-14,BAJFINANCE,0.9001322,0.07317625,0.026691604
2020-05-14,COALINDIA,0.5289315,0.01741951,0.45364907
2020-05-14,KOTAKBANK,0.06862517,0.25870845,0.6726664
2020-05-14,NESTLEIND,0.94869274,0.013344077,0.03796313
2020-05-15,ASIANPAINT,0.77142364,0.09209788,0.13647845
2020-05-15,CIPLA,0.46775776,0.50545937,0.026782818
2020-05-15,KOTAKBANK,0.08868671,0.010199492,0.9011138
2020-05-15,SBIN,0.040002562,0.14068992,0.8193075
2020-05-15,TECHM,0.25899178,0.0067534014,0.73425484
2020-05-16,ITC,0.7370012,0.009889082,0.25310972
2020-05-16,KOTAKBANK,0.46496734,0.011335766,0.5236969
2020-05-17,CIPLA,0.07363436,0.011896189,0.9144694
2020-05-17,COALINDIA,0.14974393,0.010056875,0.84019923
2020-05-17,KOTAKBANK,0.13673711,0.01728039,0.84598255
2020-05-18,CIPLA,0.29734018,0.011670236,0.6909896
2020-05-18,COALINDIA,0.008635788,0.961657,0.029707197
2020-05-18,M&M,0.010090819,0.96198696,0.027922217
