Date,Stock,Direction,Predicted,Confidence
2025-10-17,ASIANPAINT,1,0,0.6536707946224204
2025-10-20,ASIANPAINT,-1,1,0.5191962136199498
2025-10-21,ASIANPAINT,-1,1,0.5191962136199498
2025-10-23,ASIANPAINT,-1,1,0.5229673820157562
2025-10-24,ASIANPAINT,1,1,0.5229673820157562
2025-10-27,ASIANPAINT,-1,1,0.5191962136199498
2025-10-28,ASIANPAINT,1,1,0.5191962136199498
2025-10-29,ASIANPAINT,-1,1,0.5191962136199498
2025-10-30,ASIANPAINT,-1,1,0.5191962136199498
2025-10-31,ASIANPAINT,1,1,0.5191962136199498
2025-11-03,ASIANPAINT,-1,1,0.5191962136199498
2025-11-04,ASIANPAINT,1,1,0.5191962136199498
2025-11-06,ASIANPAINT,1,1,0.5191962136199498
2025-11-07,ASIANPAINT,1,1,0.5191962136199498
2025-11-10,ASIANPAINT,1,1,0.5191962136199498
2025-11-11,ASIANPAINT,1,1,0.5191962136199498
2025-11-12,ASIANPAINT,1,0,0.6536707946224204
2025-11-13,ASIANPAINT,1,0,0.6536707946224204
2025-11-14,ASIANPAINT,-1,1,0.5074771082473367
2025-11-17,ASIANPAINT,1,1,0.5074771082473367
2025-11-18,ASIANPAINT,-1,1,0.5191962136199498
2025-11-19,ASIANPAINT,-1,0,0.5425596835113092
2025-11-20,ASIANPAINT,1,1,0.5191962136199498
2025-11-21,ASIANPAINT,1,1,0.5191962136199498
2025-11-24,ASIANPAINT,-1,1,0.5191962136199498
2025-11-25,ASIANPAINT,-1,1,0.5191962136199498
2025-11-26,ASIANPAINT,1,1,0.5191962136199498
2025-11-27,ASIANPAINT,-1,1,0.5191962136199498
2025-11-28,ASIANPAINT,-1,1,0.5191962136199498
2025-12-01,ASIANPAINT,1,1,0.5191962136199498
2025-12-02,ASIANPAINT,-1,1,0.5074771082473367
2025-12-03,ASIANPAINT,1,1,0.5191962136199498
2025-12-04,ASIANPAINT,1,1,0.5191962136199498
2025-12-05,ASIANPAINT,-1,1,0.5191962136199498
2025-12-08,ASIANPAINT,-1,1,0.5191962136199498
2025-12-09,ASIANPAINT,1,1,0.5229673820157562
2025-12-10,ASIANPAINT,-1,1,0.5191962136199498
2025-12-11,ASIANPAINT,-1,1,0.5191962136199498
2025-12-12,ASIANPAINT,1,1,0.5229673820157562
2025-12-15,ASIANPAINT,1,1,0.5191962136199498
2025-12-16,ASIANPAINT,-1,1,0.5191962136199498
2025-12-17,ASIANPAINT,-1,1,0.5191962136199498
2025-12-18,ASIANPAINT,1,1,0.5191962136199498
2025-12-19,ASIANPAINT,1,1,0.5191962136199498
2025-12-22,ASIANPAINT,1,1,0.5191962136199498
2025-12-23,ASIANPAINT,-1,1,0.5191962136199498
2025-12-24,ASIANPAINT,-1,1,0.5191962136199498
2025-12-26,ASIANPAINT,1,1,0.5191962136199498
2025-12-29,ASIANPAINT,-1,1,0.5191962136199498
2024-05-15,AXISBANK,1,1,0.5191962136199498
2024-05-16,AXISBANK,1,1,0.5191962136199498
2024-05-17,AXISBANK,-1,1,0.5191962136199498
2024-05-21,AXISBANK,-1,1,0.5191962136199498
2024-05-22,AXISBANK,1,1,0.5191962136199498
